wikidata_id	word
Q132734	Heidensterz
Q132734	Schwarzes Welschkorn
Q132734	Türkischer Weizen
Q133205	Bockshornklee
Q133617	Büschelrose
Q133617	Muliflora Rose
Q134345	Grüner Nacktrückenflughund
Q134747	Seidenspinner
Q134930	Prinzessin von Burundi; Feenbuntbarsch
Q135132	Afrikanische Schiebeschwanzfledermaus
Q135132	Freischwanzfledermaus
Q135144	Aru-Flughund
Q135150	Kastanienbraune Sackflügelfledermaus
Q135150	Wagners Flügeltaschen-Fledermaus
Q135164	Cooper-Fettschwanzbeutelmaus
Q135164	Coopers Fettschwanz-Beutelmaus
Q135164	Rory Cooper-Fettschwanzbeutelmaus
Q135261	Racey-Zwergfledermaus
Q135384	Peters-Sackflügelfledermaus
Q135411	Beige Breitfuß-Beutelmaus
Q135411	Beige Breitfußbeutelmaus
Q139446	Afrikanische Kastanienbraune Klettermaus
Q139716	Appalachen-Baumwollschwanzkaninchen
Q70529	Tigeriltis
Q71118	Kuckucksroller
Q71118	Kurol
Q73483	Bambusdickichtsänger
Q73483	Bambuslaubsänger
Q73574	Goldschnäpper
Q73703	Malaienprinie
Q73860	Sundalaubsänger
Q51148	Schnittlauch
Q73925	Blaubrustschnäpper
Q73925	Einfarb-Blauschnäpper
Q74003	Behaartes Veilchen
Q74003	Rauhhaariges Veilchen
Q74075	Javanektarvogel
Q79915	Eisvogel
Q81515	Virginiauhu
Q1367236	Goldschnäpper
Q17564031	Raues Veilchen
Q42052	Spindeliger Rübling
Q42669	Kleinpottwal
Q42669	Pazifik-Pottwal
Q43230	Südliche Großfleck-Ginsterkatze
Q45589	Zwergtaschenratte
Q45592	Idaho-Taschenratte
Q45696	Wilsons Wassertreter
Q45696	Wilsonwassertreter
Q46093	Wellenlinien-Rindenspanner
Q47161	Holzapfel
Q47161	Wild-Apfel
Q47910	Indisches Panzernashorn
Q135677	Steppenwaran
Q135842	Mahagoni-Gleithörnchenbeutler
Q135895	Muli-Pfeifhase
Q136068	Harenna-Spitzmaus
Q137107	Rote Chile-Vogelspinne
Q137328	Schmuck-Kleinspanner
Q137611	Silberspitzen-Mausohr
Q137641	Brillenbär
Q138397	Großblütige Thunbergia
Q139105	Kraushaar-Vogelspinne
Q139375	Schwarzes Mausohr
Q139432	Dunkler Fruchtvampir
Q139446	Kastanienbraune Klettermaus
Q140537	Chiapas-Kletterratte
Q177856	Gänsegeier
Q83592	Geoffroys Schwanzlose Fledermaus
Q83690	Gelbkehlfledermaus
Q109995	Schneeglöckchen
Q111846	Brasilianisches Dreibinden-Gürteltier
Q111846	Kugelgürteltier
Q111846	Nördliches Kugelgürteltier
Q112941	Nördliches Nagelkänguru
Q112941	Nördliches Nagelschwanzkänguru
Q114015	Echsenhabicht
Q114015	Echsensperber
Q114110	Österreichischer Rippensame
Q115726	Panduros Zwergbuntbarsch
Q116137	Binsenknorpellattich
Q161525	Moosglöckchen
Q217329	Steinbutt
Q900344	Petermännchen
Q116137	Großer Knorpellattich
Q121749	Kaukasische Flügelnuss
Q121758	Südandenspecht
Q466194	Franzose
Q145781	Besenginster
Q145781	Gewöhnlicher Besenginster
Q146270	Grünes Koboldmoos
Q146451	Borneo-Greifschwanzratte
Q147468	Abendländischer Lebensbaum
Q147498	Berg-Ulme
Q147498	Bergulme
Q147852	Korn-Rade
Q148829	Christusdorn
Q149405	Bartrobbe
Q150452	Bachkresse
Q150452	Brunnenkresse
Q150978	Altere der Berge
Q152144	Blaumerle
Q157276	Berg-Holunder
Q157276	Bergholler
Q157518	Bruch-Weide
Q157631	Andorn
Q158112	Aufrechte Schuppenwurz
Q158166	Draht-Segge
Q158166	Drahtsegge
Q158313	Acker-Schöterich
Q158313	Ackerschöterich
Q158524	Blaugrüne Segge
Q158578	Aufrechtes Glaskraut
Q158767	Dinkel
Q159064	Bunter Eisenhut
Q159340	Berg-Gamander
Q159400	Dreiteiliger Ehrenpreis
Q159431	Dreihörniges Labkraut
Q159574	Borstgras
Q159645	Blassgelber Wasserschlauch
Q159687	Berg-Rispengras
Q159687	Chaix Rispengras
Q159688	Dorf-Gänsefuß
Q159732	Behaarte Wicke
Q159775	Blaugrünes Labkraut
Q145255	Zwerg-Kreuzdorn
Q146604	Schwarze Johannisbeere
Q146684	Wald-Erdbeere
Q146684	Walderdbeere
Q147852	Kornrade
Q148485	Elsterstar
Q148542	Sumpf-Kiefer
Q148663	Hügel-Erdbeere
Q148663	Knack-Erdbeere
Q148730	Moschus-Erdbeere
Q148730	Moschuserdbeere
Q148730	Zimt-Erdbeere
Q148735	Franziskusbuschammer
Q148924	Garten-Wolfsmilch
Q148924	Gartenwolfsmilch
Q148986	Essigbaum
Q148986	Kolben-Sumach
Q149101	Etagenmoos
Q149341	Finger-Küchenschelle
Q149341	Finger-Kuhschelle
Q149344	Wildes Alpenveilchen
Q149553	Grau-Pappel
Q149649	Durchwachsenblättrige Kresse
Q150452	Echte Brunnenkresse
Q150452	Gemeine Brunnenkresse
Q151910	Kronenmaki
Q154500	Vielwurzelige Teichlinse
Q154500	Vielwurzlige Teichlinse
Q155814	Estragon
Q156037	Pfefferminze
Q156363	Türkenbund-Lilie
Q156363	Türkenbundlilie
Q156538	Kautschukbaum
Q156767	Kleiber
Q156807	Schellkraut
Q156807	Schöllkraut
Q156835	Wilde Malve
Q156918	Silber-Weide
Q156926	Welwitschie
Q157272	Mittel-Wegerich
Q157272	Mittlerer Wegerich
Q157276	Hirsch-Holunder
Q157276	Trauben-Holunder
Q157518	Knack-Weide
Q157581	Europäischer Siebenstern
Q157751	Gewöhnliches Ruchgras
Q157819	Katzenkraut
Q157878	Gewöhnliche Schwarznessel
Q157947	Gewöhnlicher Steinquendel
Q157960	Echte Mehlbeere
Q158112	Gewöhnliche Schuppenwurz
Q158206	Frühlings-Fingerkraut
Q158273	Gewöhnliche Osterluzei
Q158295	Echte Seidenpflanze
Q158295	Gewöhnliche Seidenpflanze
Q158313	Gänsesterbkraut
Q158313	Goldlack-Schotendotter
Q158313	Lack-Schöterich
Q158313	Lackschöterich
Q158374	Kleb-Salbei
Q158374	Klebriger Salbei
Q158469	Gemeine Braunelle
Q158469	Gewöhnliche Braunelle
Q158469	Kleine Braunelle
Q158469	Kleine Brunelle
Q158538	Echtes Geißblatt
Q158538	Gartengeißblatt
Q158578	Gemeines Glaskraut
Q158590	Korb-Weide
Q158590	Korbweide
Q158946	Gewöhnliche Pechnelke
Q158987	Herbsttraubenkirsche
Q158996	Frühlingswasserstern
Q159027	Lanzettliches Reitgras
Q159036	Kleiner Baldrian
Q159094	Kleinblütiges Weidenröschen
Q159115	Knoten-Braunwurz
Q159115	Knotige Braunwurz
Q159174	Hoher Honigklee
Q159174	Hoher Steinklee
Q159197	Kleiner Vogelfuß
Q159244	Gemeines Kreuzlabkraut
Q159244	Gewimpertes Kreuzlabkraut
Q159244	Gewöhnliches Kreuzlabkraut
Q159259	Flügel-Hartheu
Q159259	Flügel-Johanneskraut
Q159259	Flügel-Johanniskraut
Q159259	Geflügeltes Johanniskraut
Q159312	Gelbgrüner Frauenmantel
Q159312	Kleinblütiger Frauenmantel
Q159370	Goldlack
Q159487	Gestrecktes Laichkraut
Q159673	Dünnährige Segge
Q159735	Kartäusernelke
Q159735	Karthäuser-Nelke
Q159735	Karthäusernelke
Q159823	Flügel-Braunwurz
Q159823	Geflügelte Braunwurz
Q17024325	Feld-Steinquendel
Q27075597	Elsterstar
Q159100	Zwergwasserlinse
Q157331	Sankt-Lorenz-Wurzel
Q157331	Sankt-Lorenzkraut
Q157331	Schwalbenwurz
Q157331	Weiße Schwalbenwurz
Q157441	Vogel-Nestwurz
Q157581	Siebenstern
Q157751	Ruchgras
Q157756	Straucheibisch
Q157878	Schwarzer Gottvergess
Q157878	Schwarznessel
Q157878	Stink-Andorn
Q157878	Stinkandorn
Q157949	Salzmiere
Q157949	Strandsalzmiere
Q157969	Schmalblättrige Ölweide
Q158112	Schuppenwurz
Q158231	Rote Spornblume
Q158273	Osterluzei
Q158313	Schöterich
Q158508	Wolliger Schneeball
Q158524	Schlaffe Segge
Q158538	Wohlriechendes Geißblatt
Q158608	Trauben-Eiche
Q158608	Traubeneiche
Q158946	Pechnelke
Q158987	Spätblühende Traubenkirsche
Q158987	Späte Trauben-Kirsche
Q159010	Rostgelbe Fuchsschwanz
Q159010	Rotgelber Fuchsschwanz
Q159027	Sumpf-Reitgras
Q159028	Wald-Simse
Q159036	Sumpfbaldrian
Q159100	Wurzellose Wasserlinse
Q159100	Wurzellose Zwergwasserlinse
Q159194	Sumpf-Teichfaden
Q159197	Vogelfuss
Q159207	Sternwinde
Q159259	Scharfkantiges Johanniskraut
Q159317	Norwegisches Fingerkraut
Q159366	Rundblatt-Labkraut
Q159404	Ochsenfrosch
Q159418	Sand-Tragant
Q159450	Motten-Königskerze
Q159450	Schaben-Königskerze
Q159558	Speierling
Q159602	Schönes Hartheu
Q159602	Schönes Johanniskraut
Q159645	Ockergelber Wasserschlauch
Q159665	Paira-Segge
Q159688	Stadt-Gänsefuß
Q159688	Steif-Gänsefuß
Q159688	Straßen-Gänsefuß
Q159732	Rauhaarige Wicke
Q159732	Rauhhaarige Wicke
Q159737	Stauden-Lupine
Q159737	Staudenlupine
Q159737	Vielblättrige Lupine
Q159826	Runzliger Rapsdotter
Q159826	Runzliger Windsbock
Q164237	Zittergras
Q179729	Gewöhnliche Eibe
Q180696	Mindanaokauz
Q159160	Wasserschraube
Q179225	Schopf-Mangabe
Q179919	Rothalstaucher
Q181323	Kapverden-Sturmtaucher
Q181565	’Ameisenschleichkatze’
Q181565	Fanaluk
Q181565	Graubraune Madagassische Schleichkatze
Q181565	Ridaridy
Q181565	Ungefleckte Fanaloka
Q182209	Königspinguin
Q185540	Alaska-Pfeifhase
Q187958	Adeliepinguin
Q188130	Beiji
Q188130	Chinesischer Flussdelfin
Q188614	Gewöhnlicher Pastinak
Q190083	Habichtskauz
Q192573	Chinesisches Wasserreh
Q193469	Gnuziege
Q194232	Guyana-Weißohropossum
Q194410	Elegante Fettschwanz-Beutelratte
Q194426	Ecuador-Opossummaus
Q194473	Kuns-Spitzmausbeutelratte
Q194484	Kastanienstreifen-Spitzmausbeutelratte
Q194519	Dickschwänzige Schmalfuß-Beutelmaus
Q194519	Dickschwänzige Schmalfußbeutelmaus
Q183255	Warzenschwein
Q184508	Raubwürger
Q187852	Rothalsgans
Q188130	Yangtse-Delfin
Q188202	Zimtbrustmotmot
Q189193	Riesenalk
Q189978	ZentralafrikanischerPojana Linsang
Q191394	Rallenreiher
Q192044	Nandu
Q192573	Wasserreh
Q193469	Mishmi-Takin
Q193469	Mishmitakin
Q193469	Rindergemse
Q194464	Südliche Dreistreifen-Spitzmausbeutelratte
Q160114	Ähren-Minze
Q160114	Ährige Minze
Q162524	Alpen-Rispengras
Q162552	Alpen-Bartschie
Q162826	Acker-Spergel
Q162826	Ackerspark
Q164186	Alpen-Aurikel
Q194867	Gelbflanken-Spitzmausbeutelratte
Q194904	Claras Stachelnasenbeutler
Q159891	Horst-Segge
Q160004	Fleischroter Mannsschild
Q160024	Kärntner Felsenblümchen
Q160059	Faden-Laichkraut
Q160114	Grüne Minze
Q160114	Krause Minze
Q160185	Feld-Rose
Q160185	Feldrose
Q160185	Kriechende Rose
Q160186	Berg-Bohnenkraut
Q160274	Monte-Baldo-Segge
Q160279	Gestreifter Seidelbast
Q160391	Gestieltfrüchtige Melde
Q160428	Nierenblättriger Hahnenfuß
Q160498	Läger-Rispengras
Q160502	Baltische Binse
Q160503	Dünen-Schwingel
Q160572	Aufsteigender Fuchsschwanz
Q160572	Bleifarbiger Amarant
Q160704	Felsen-Meier
Q160832	Moos-Nabelmiere
Q160906	Breitstachliges Hornblatt
Q160934	Filz-Steinmispel
Q160934	Filz-Zwergmispel
Q161030	Haarblättriger Schwingel
Q161130	Echtes Herzgespann
Q161130	Herzgespann
Q161139	Echte Katzenminze
Q161317	Großblütige Wicke
Q161392	Buchsblättriges Kreuzblümchen
Q161417	Echtes Eisenkraut
Q161417	Eisenkraut
Q161418	Lorbeer-Seidelbast
Q161441	Fächerblättriger Frauenschuh
Q161511	Eingriffliger Weissdorn
Q161511	Eingriffliger Weißdorn
Q161520	Brauner Waldvogel
Q161530	Frühlings-Knotenblume
Q161538	Fliederspeer
Q161538	Gewöhnlicher Sommerflieder
Q161658	Gemeines Fettblatt
Q161724	Dach-Hauswurz
Q161738	Breitblättriges Wollgras
Q161879	Grosses Süeegras
Q161883	Mähnen-Gerste
Q161883	Mähnengerste
Q161920	Felsen-Kirsche
Q162030	Krebsschere
Q162359	Berberitzen-Sommerwurz
Q162385	Französische Segge
Q162451	Buntes Läusekraut
Q162544	Gewöhnlicher Gundermann
Q162736	Japanischer Hopfen
Q162914	Knollen-Platterbse
Q162914	Knollige Platterbse
Q163089	Fremder Ehrenpreis
Q163165	Faber-Borstenhirse
Q163223	Glanz-Rauke
Q163252	Herabgebogener Amarant
Q163262	Gelbe Hauhechel
Q163287	Kölme-Ehrenpreis
Q163361	Berg-Wegerich
Q163387	Forster-Hainsimse
Q163405	Berg-Lauch
Q163497	Filziger Frauenmantel
Q163711	Behaarte Karde
Q163955	Gemeines Hexenkraut
Q163955	Großes Hexenkraut
Q164056	Frühe Winterkresse
Q164223	Kreuzblättrige Wolfsmilch
Q164229	Glanz-Wiesenraute
Q164270	Mauer-Zimbelkraut
Q164353	Lanzett-Weidenröschen
Q164728	Gemüse-Ampfer
Q164942	Berg-Alpenglöckchen
Q26423	Zobel
Q207745	Engelwurz
Q214633	Dshungarischer Zwerghamster
Q214633	Streifen-Zwerghamster
Q214846	Abendsegler
Q214846	Große Abendsegler
Q214846	Großer Abendsegler
Q215332	Blau-Weißer Delfin
Q215332	Blauweißer Delfin
Q215332	Streifendelfin
Q216435	Atlantischer Weißseitendelfin
Q216435	Weißseitendelfin
Q218792	Vietnamesisches Waldrind
Q218792	Vu-Quang-Rind
Q219199	Rennvogel
Q219199	Renvogel
Q219531	Venezuela-Baumwollschwanzkaninchen
Q220586	Schwarzohr-Finkentangare
Q220586	Schwarzwangenhemispingus
Q221486	Augenstreifbülbül
Q221486	Schwarzzügelbülbül
Q221582	Feuerbugsittich
Q223370	Indigoblaurabe
Q223370	Trauerblaurabe
Q224586	Elwes-Schneeglöckchen
Q232619	Zweifarbenpitohui
Q232619	Zweifarbpirol
Q626289	Kaka
Q28843191	Schwarzohr-Finkentangare
Q161155	Stern von Bethlehem
Q194759	Neuguinea-Flachkopf-Beutelmaus
Q194759	Neuguinea-Flachkopfbeutelmaus
Q194894	Rötliche Zwergbeutelratte
Q194904	Japen-Stachelnasenbeutler
Q194985	Karimi-Fettschwanz-Beutelratte
Q195012	Weißbauch-Fettschwanz-Beutelratte
Q195600	Panama-Schlankbeutelratte
Q195787	Graubäuchige Schlankbeutelratte
Q205329	Amazonas-Delfin
Q205329	Boto
Q205329	Butu
Q206654	Gelbaugenpinguin
Q208707	Bergpieper
Q209271	Bergkusu
Q209609	Breitkopf-Kaninchenkänguru
Q209609	Breitkopfkänguru
Q213047	Andenkatze
Q213047	Bergkatze
Q213548	Adlerfarn
Q199788	Kabeljau
Q200339	Mandarinente
Q201106	Grauspecht
Q201831	Wasseramsel
Q202939	Maskensaltator
Q203053	Schmarotzerraubmöwe
Q203053	Schmarotzerraubmöwer
Q204074	Zimtbrust-Bartvogel
Q205329	Inia
Q206550	Zitronenzeisig
Q207290	Weißrückenspecht
Q207838	Sumpfmeise
Q207846	Prachteiderente
Q208043	Weißhandgibbon
Q208079	Streifenschakal
Q208707	Wasserpieper
Q209115	Rothalsfilander
Q209291	Rotbauchfilander
Q209291	Tasmanischer Filander
Q209324	Sattelrobbe
Q209419	Kurzschnabelgans
Q209570	Schwarztüpfel-Kuskus
Q209571	Weyland-Ringbeutler
Q209595	Glanz-Ringbeutler
Q209595	Plüschmantel-Ringbeutler
Q209649	Nördlicher Neuguinea-Filander
Q209652	Östliches Bürstenrattenkänguru
Q209652	Tasmanien-Bürstenkänguru
Q209652	Tasmanisches Bürstenkänguru
Q210422	Sumpfrohrsänger
Q586594	Stechrochen
Q159871	Pannonische Platterbse
Q159919	Stein-Baldrian
Q159925	Stachelspitziges Laichkraut
Q160037	Pillen-Brennnessel
Q160053	Strand-Segge
Q160053	Strandsegge
Q160114	Spearmint
Q160114	Speer-Minze
Q160114	Wald-Minze
Q160114	Waldminze
Q160136	Zierliches Hartheu
Q160340	Sand-Sommerwurz
Q160391	Stiel-Melde
Q160397	Schlanker Augentrost
Q160407	Verschiedenblättriges Tausendblatt
Q160496	Rote Wasserlinse
Q160501	Wurzelnde Simse
Q160504	Seggen-Schuppenried
Q160504	Zweiteilige Schuppensegge
Q160678	Schweizer Mannsschild
Q160694	Sauter-Felsenblümchen
Q160939	Zwerg-Lerchensporn
Q161230	Weinberg-Lauch
Q161230	Weinberglauch
Q161230	Weinbergs-Lauch
Q161230	Weinbergslauch
Q161312	Roter Zahntrost
Q161631	Waldsternmiere
Q161772	Wiesen-Salbei
Q161879	Wasser-Schwaden
Q161920	Steinweichsel
Q161924	Rossminze
Q162243	Rossschweif-Federgras
Q162536	Wald-Läusekraut
Q162536	Waldmoorläusekraut
Q162568	Steinfingerkraut
Q162579	Purpur-Enzian
Q162587	Nordischer Drachenkopf
Q162598	Sand-Nelke
Q162700	Sand-Lieschgras
Q162700	Sandlieschgras
Q162800	Stumpfblättriger Ampfer
Q163154	Rundblättriger Storchschnabel
Q163260	Stängel-Fingerkraut
Q163394	Öhrchen-Gänsekresse
Q163546	Zwerg-Mehlbeere
Q163796	Wald-Platterbse
Q163796	Waldplatterbse
Q163815	Rotbeerige Zaunrübe
Q163815	Zweihäusige Zaunrübe
Q164223	Spring-Wolfsmilch
Q164230	Windhalm
Q164270	Zymbelkraut
Q164342	Pyrenäen-Löffelkraut
Q164949	Milchweißer Mannsschild
Q165020	Tataren-Leimkraut
Q165043	Gelbe Sommerwurz
Q165097	Sudeten-Hainsimse
Q165166	Gemeiner Seidelbast
Q165166	Gewöhnlicher Seidelbast
Q165196	Echte Hirse
Q167650	Große Wüstentaschenmaus
Q167701	Goldman-Taschenmaus
Q172093	Blässgans
Q172372	Felsentaschenmaus
Q173887	Bergtaube
Q174088	Kernbeisser
Q174088	Kernbeißer
Q174652	Grönlandwal
Q176297	Braunauge
Q177390	Gebirgs-Wasserratte
Q178116	Mädchenkiefer
Q178228	Bezoarziege
Q178702	Moorschneehuhn
Q61968114	Burupieper
Q234597	Ostafrikanische Sitatunga
Q234597	Sumpfantilope
Q234597	Wasserkudu
Q235052	Rotkopfwürger
Q238793	Batesböckchen
Q241198	Langflügel-Dampfschiffente
Q241499	Zwergschnäpper
Q243980	Zwerg-Miere
Q243994	Zwerg-Otterspitzmaus
Q243994	Zwergotterspitzmaus
Q249290	Andenkiebitz
Q249695	Wüstendickichtsänger
Q251036	Schwarzschwanz-Erdhacker
Q254189	Rotkopftyrann
Q244251	Zwergmennigvogel
Q244410	Südkaper
Q244410	Südlicher Glattwal
Q244454	Zwergzunge
Q245414	Waldrapp
Q246982	Bronzeandenkolibri
Q246982	Bronzekolibri
Q247142	Schwarzschwanz-Präriehund
Q247745	Laysanente
Q247745	Laysanstockente
Q27043853	Zwergwachtel
Q170713	Ringelnatter
Q171563	Zwergohreule
Q174048	Stumpfohrfledermaus
Q178830	Orangekehl-Brillenvogel
Q5624173	Widders Kohlröschen
Q15135763	Widder-Kohlröschen
Q61968114	Orangekehl-Brillenvogel
Q256811	Kanarische Lavamaus
Q259914	Chiribiquete-Smaragdkolibri
Q262590	Grauer Schlanklori
Q264067	Fleckstirnweber
Q264682	Guinea-Hufeisennase
Q266732	Lockerblütiges Knabenkraut
Q267852	Bergrabenwürger
Q267852	Gebirgswürger
Q267852	Rabenwürger
Q268635	Kahlkopfibis
Q268635	Kahlkopfrapp
Q275468	Underwood-Langzungenfledermaus
Q276199	Salvin-Entensturmvogel
Q28236	Silbermöwe
Q262236	Zimtkehlschnäpper
Q263881	Winter-Schachtelhalm
Q263881	Winterschachtelhalm
Q264067	Schuppenkopfweber
Q266055	Weißmasken-Baumhopf
Q266055	Weißmaskenhopf
Q269082	Rotaugenente
Q269728	Javanisches Schuppentier
Q273067	Beutelmeise
Q273565	Litschi-Moorantilope
Q273565	Litschi-Wasserbock
Q275359	Roter Fruchtvampir
Q276067	Maskarenensturmvogel
Q276199	Kleiner Entensturmvogel
Q276224	Dickschnabel-Sturmvogel
Q381760	Bisamrüssler
Q381760	Russischer Desman
Q466426	Keulen-Bärlapp
Q469038	Amerikanische Maskenspitzmaus
Q469038	Aschgraue Spitzmaus
Q472850	Chathamregenpfeifer
Q474584	Purpurspanner
Q474600	Ampfer-Spanner
Q476326	Maulwurfsgrille
Q479057	Südliche Heidelibelle
Q481700	Acapulcoblaurabe
Q1661584	Rotfeuerfisch
Q47507934	Amsterdam Island-Ente
Q47507934	Amsterdamente
Q305979	Oesterreichische Sumpfkresse
Q305979	Österreichische Sumpfkresse
Q306032	Haariger Fruchtvampir
Q306042	Upemba-Spitzmaus
Q306120	Fox-Moschusspitzmaus
Q306120	Fox-Spitzmaus
Q306120	Nigerianische Savannenspitzmaus
Q306176	Greenwood-Spitzmaus
Q306211	Kivu-Langhaar-Spitzmaus
Q306394	Dickdaumen-Fledermaus
Q306790	Argentinische Einsiedlermaus
Q307818	Asiatisches Rotwangenhörnchen
Q306394	Gemeine Dickdaumenfledermaus
Q306483	Kahuzi-Sumpfspitzmaus
Q306569	Mindanao Waldratte
Q306569	Mindanao-Haarschwanzratte
Q306616	Schwarzschwanz-Luzon-Baumratte
Q306672	Bellier-Streifengrasmaus
Q306704	Kleiner Bilchschwanz
Q306732	Nadelwald-Kaschmir-Wühlmaus
Q306732	Pakistan-Wühlmaus
Q306741	Große Langkrallenmaus
Q306741	Valparaiso-Langkrallenmaus
Q306844	Webb-Bilchschwanz
Q306884	Rauchgraue Weißzahn-Spitzmaus
Q306975	Patagonische Kordilleren-Chinchillamaus
Q306975	Peterson-Chinchillamaus
Q307002	Dunkelfellige Feldmaus
Q307052	Östliche Vollbartmeerkatze
Q307052	Vollbartmeerkatze
Q307262	Östlicher Wollmaki
Q307292	Große Kleinohrspitzmaus
Q307298	Nyiro-Spitzmaus
Q307310	Haubenschwanz-Weißfußmaus
Q307364	Junin-Feldmaus
Q307376	Kamerun-Spitzmaus
Q307382	Nyika-Klettermaus
Q307762	Stoliczka-Dreizackblattnase
Q307778	Perny-Langnasenhörnchen
Q307818	Echtes Rotwangenhörnchen
Q307847	Baer-Zwergwaldmaus
Q307879	Grobben-Rennmaus
Q307898	Nördliche Luzon-Waldmaus
Q307946	Harrington-Ratte
Q308441	Sudan-Akazienmaus
Q308766	Zanj-Sonnenhörnchen
Q308768	Kamerun-Rundblattnase
Q308777	Lady-Burton-Rotschenkelhörnchen
Q308867	Ghana-Graumull
Q309120	Schwarze Feldmaus
Q309311	Kamerun-Felsklettermaus
Q309311	Kamerun-Klettermaus
Q309321	Texas-Taschenratte
Q309323	Große Paraguayanische Vespermaus
Q309344	Gelbe Isthmusratte
Q310165	Glänzende Erdeule
Q310573	Kleine Reisfeldratte
Q312228	Sperriges Gummikraut
Q320193	Weißbauchtölpel
Q320999	Shiitake-Pilz
Q322138	Indischer Glattschweinswal
Q322138	Indischer Schweinswal
Q322145	Fichtenmarder (Hbz. Nordamerikanischer Zobel
Q322145	Kanadischer Zobel)
Q323847	Klippschliefer
Q277782	Östliche Prachtfruchttaube
Q277782	Prachtfruchttaube
Q278028	Somalisteinschmätzer
Q279207	Gebirgs-Höhlenflughund
Q279207	Langhaar-Flughund
Q279207	Langhaariger Flughund
Q279670	Delalande-Seidenkuckuck
Q279670	Schneckenseidenkuckuck
Q280590	Schopfaffe
Q280590	Schopfmakak
Q281459	Ginkgozahn-Schnabelwal
Q283282	Gemeine Heidelibelle
Q285477	Elliotfasan
Q290297	Dunkelbraune Zwergfledermaus
Q301578	Bambus-Fingerratte
Q302310	Breitkopf-Stachelratte
Q302699	Gelblippen-Höhlenfledermaus
Q302959	Allens Buschratte
Q303177	Ceramratte
Q303209	Botswana-Langohr
Q303209	Botswana-Langohrfledermaus
Q303877	Bürstenschwanz-Kaninchenratte
Q303888	Fliegen-Fluss-Wasserratte
Q304959	Dinagat-Borkenratte
Q305673	Baverstock-Waldfledermaus
Q281114	Weißes L
Q281343	Indiana-Mausohr
Q281459	Japanischer Schnabelwal
Q281459	Japanischer Zweizahnwal
Q281736	Nacktohr-Totenkopfaffe
Q282256	Wanderbaumelster
Q283426	Großgrison
Q285522	Schopfadler
Q285810	Indischer Riesenflughund
Q288868	Pittscharbe
Q289296	Kleine Rohrratte
Q290412	Rendall-Zwergfledermaus
Q290429	Kap-Zwergfledermaus
Q290672	Parastirnvogel
Q290672	Parástirnvogel
Q300997	Maifish
Q301042	Hörnchen-Kletterbeutler
Q301042	Hörnchenbeutler
Q301071	Spitzmausigel
Q301294	Herznasenfledermaus
Q301481	Kleiner Nacktrückenflughund
Q301508	Luzon-Bergstreifenratte
Q301708	Östliche Rotfledermaus
Q301708	Rote Fledermaus
Q301927	Haarfuß-Zwergrennmaus
Q301927	Setzers Zwergrennmaus
Q301991	Mullah-Stachelmaus
Q302012	Guyana-Bulldoggfledermaus
Q302336	Langschwanz-Baumstachelratte
Q302356	Halsbandfledermaus
Q302356	Sulawesi-Nacktfledermaus
Q302584	Kleine Gespenstfledermaus
Q302937	Ryukyu-Ratte
Q303172	Weißkehl-Baumrutscher
Q303177	Seram-Ratte
Q303222	Heuglin-Wollfledermaus
Q303255	Große Behaartflüglige Fledermaus
Q303255	Große Haarflügelfledermaus
Q303301	Namibia-Langohr
Q303301	Namibia-Langohrfledermaus
Q303325	Österreichische Gämswurz
Q303676	Graue Atlantik-Baumratte
Q303850	Westliche Schwimmratte
Q303960	Kleine Weißzahnratte
Q304195	Graufuß-Sonnenhörnchen
Q304195	Graufußhörnchen
Q304415	Utah-Präriehund
Q304434	Sonnerathuhn
Q304480	Papua-Trompetenohr
Q304624	Kaschmir-Waldmaus
Q304657	Weißkehlen-Feldmaus
Q304718	Gobi-Pferdespringmaus
Q304718	Gobi-Springmaus
Q305017	Neuguinea-Freischwanzfledermaus
Q305041	Purpurscheitel-Fruchttaube
Q305048	Westliche Blütenfledermaus
Q305434	Kleine Mindanao-Spitzmaus
Q305466	Thomas-Buschratte
Q305646	Sumatra-Langschwanz-Spitzmaus
Q305691	Kleine Waldfledermaus
Q305694	Troughton-Waldfledermaus
Q305695	Spix-Gelbzahnmeerschweinchen
Q305699	Südliche Waldfledermaus
Q305745	Großohr-Freischwanzfledermaus
Q305855	Sonoma-Baumwühlmaus
Q305859	Gobi-Altai-Gebirgswühlmaus
Q20873581	Silberäffchen
Q20873581	Silbernes Seidenäffchen
Q384342	Kiefernkardinal
Q384342	Kieferntangare
Q384361	Gelbbauchtangare
Q384480	Dünnfleischiger Anis-Champignon
Q384702	Schwarzrückentangare
Q384702	Schwarzwangentangare
Q384767	Amazonas-Stachelreisratte
Q384767	Borsten-Stachelreisratte
Q384839	Weißbrusttukan
Q385748	Aschkopfhabicht
Q385972	Zwerglaufhühnchen
Q386410	Chikaree
Q386410	Douglas-Hörnchen
Q387240	Dorkasgazelle
Q387404	Rotschnabelente
Q388494	Streifenralle
Q389664	Rosalöffler
Q394708	Maori-Glockenhonigfresser
Q394708	Maorihonigfresser
Q402885	Schwarzfußiltis
Q405403	Krabbenwaschbär
Q58295007	Gelbbauchtangare
Q489917	Andamanentaube
Q539547	Rotwangentangare
Q540927	Hufeisennatter
Q542722	Fleckenkolibri
Q144497	Aland
Q217759	Finte
Q420813	Prachtstaffelschwanz
Q490294	Amerikabaumläufer
Q490294	Andenbaumläufer
